﻿Column1,Column2
"MM. Weiss, Roubaud, etc., se sont embarqués à Pauillac. Ils étudieront au Congo la maladie du sommeil. Le nègre dort trop.",Pauillac; Congo
"Le pont d’El-Kantara domine de 90 m. le ravin. La Constantinoise Cross, 16 ans, fit le saut. Son père contrariait son amour.",pont d’El-Kantara; Constantinoise Cross
"Quand M. Mével, curé de Saint-Eutrope, à Morlaix, et sa bonne rentrèrent, la caisse de la fabrique, 1.224 fr. 65, n’était plus là.",Saint-Eutrope; Morlaix
"Frédéric Pénaut, de Marseille, a une femme et un frère. Ceux-ci s’aimaient. Du moins il le crut et blessa (deux balles) son rival.",Marseille
« Démission ! À bas la calotte ! » Par ces cris le public rennais interrompit les délibérations municipales. On l’expulsa.,
"Couderc, du 129e au Havre, voulut se faire réformer pour surdité. En vain. Alors il se suicida.",
"Louis Gaux, de Levallois-Perret, 21 ans, a reçu un coup de couteau d’une jeune femme nocturne qui errait sur la zone militaire.",Levallois-Perret
"Par jeu ou dans un désir d’incendie, on a fusillé, nuitamment, à Bonnières, un bec de gaz voisin d’une cuve de pétrole.",Bonnières
"Encore quatre ans et M. Renard, de Verrières, était octogénaire. Mais il souffrait trop de sa maladie de cœur. Il s’est suicidé.",
"Un flacon flottait. Mauritz, de Sèvres, se pencha pour le prendre, et tomba dans la Seine. Il est maintenant à la Morgue.",Sèvres; Seine
"Deux danois ont chassé des gens entrés, à fin de vol, chez Mlle Louise Clemenceau, de Rochefort-en-Yvelines, parente du ministre.",Rochefort-en-Yvelines
"Harcelée par les sermons familiaux, Mlle Rosalie Blénard, de Saint-Denis, 17 ans, s’est jeté par la fenêtre. Jambes cassées.",de Saint-Denis
"Alexandre Daubât, 48 ans, carrier à Villejuif, ne pouvait se consoler du départ de sa femme. Il se pendit dans son verger.",Villejuif
"Impossible d’éventrer le coffre-fort de l’horticulteur Poitevin, de Clamart. Dépités, les cambrioleurs incendièrent sa grange.",Poitevin; Clamart
"Tamponné au pont de Charenton par un moto-cycle, le tonnelier Roblot a fait un saut de 4 mètres, mais sur la chaussée.",Tamponné; Charenton
"Entre la Ville-du-Bois et Montlhéry, des rôdeurs ont battu comme plâtre Thomas, tailleur d’habits, et lui ont vidé ses poches.",Ville-du-Bois; Montlhéry
"Le marquis de Trévaudans, ouvrier agricole à Sonchamps, se disculpe fort bien d’avoir dévalisé son ami Coiscien.",Sonchamps
"Le marchand de cochons Dauvilliers est blessé gravement, l’auto de M. Q. Barry ayant pris en écharpe sa voiture, à Versailles.",Versailles
"Un juge d’instruction bien connu. M. Germain, est en quête de Herm. Schirschini, dit Ezarefs, qui assassina souvent en Suisse.",Herm; Suisse
"Encapuchonnée de sa robe, car il pleuvait dru, Mme Rossy, de Levallois, n’entendit pas venir le fiacre électrique qui l’écrasa.",Encapuchonnée; Levallois
"Une jeune brune au costume tailleur noir, et dont le linge, très fin, était marqué M. B. P., a été repêchée au pont de Saint-Cloud.",pont de Saint-Cloud
"Quarante romanichels avec leurs dromadaires et ours ont dû, poussés par les gendarmes, quitter Fontenay-aux-Roses et même la Seine.",Fontenay-aux-Roses; la Seine
"Au Conseil municipal de Levallois, 17 contre 17 toujours. Sa dissolution paraît inévitable et prochaine.",Levallois
Douze religieux de l’ordre de J.-B. de la Salle vivaient en communauté clandestine à Marseille. Procès-verbal.,Marseille
"Arrestation, à Aubervilliers, de Briancourt, 17 ans. Récemment, à Saint-Denis, il tuait, mais en légitime défense, dit-il, Dequinquer.",Aubervilliers; Briancourt; Saint-Denis
"Un cycliste inconnu a renversé, la nuit, à Fourqueux, le charron Garnier, 58 ans, lequel s’est très gravement blessé à la tête.",Fourqueux; Garnier
"Martin, assez mystérieux personnage, et dont le front était tatoué d’une étoile, a été repêché au barrage de Meulan.",barrage de Meulan
"Heurt à Suresnes, entre les autos Alain et Em. Pathé. Fort contus ça et là, M. Pathé fut ramené à Paris, rue de Richelieu, 98.",Suresnes; Paris; rue de Richelieu
"Comme aux temps mythologiques, un bouc a assailli une bergère de Saint-Laurent, dans le lit du Var, où elle paissait ses bêtes.",Var
"Sous le nom de comte de Saint-Hilaire, un soldat du 24e colonial escroquait les Perpignanaises. Il a été arrêté.",les Perpignanaises
"À Villerupt, dans une rixe entre ouvriers français et Italiens, un de ceux-ci, Cola, tua par erreur son compatriote Biancani.",Villerupt; Italiens
"Pour avoir replacé Dieu à l’école ou avoir empêché qu’on l’en ôtat, les maires de Coquerel et Fricourt (Somme) sont suspendus.",ôtat; Coquerel; Fricourt; Somme
Le bateau-pilote Reine-d’Arvor a chaviré dans les eaux de l’île Molène. Deux victimes : Créach et Couillandre.,île Molène; Couillandre
"À Cannes, mariage Jean-Georges de Saxe et Marie-Immaculée de Bourbon-Siciles. Le roi de Saxe était là.",roi de Saxe
"Mme Guibet elle-même, 82 ans, fut aux prises avec H. Jouve, le satyre. Elle se plaint. M. Germain, le juge d’Étampes, enquête.",Étampes
"L’anglais James, une célébrité de banlieue (athlétisme, rowing) s’est coupé la gorge à Courbe-voie : il craignait de devenir fou.",Courbe-voie
"Dans la seule rue Lécuyer, à Aubervilliers, on a relevé, à des heures diverses, deux blessés (Huques et Savary) et un tué (Ramin).",rue Lécuyer; Aubervilliers
"Dans sa fièvre, Mme Tobeau, 36 ans, s’est jetée par la fenêtre, rue Magenta, à Courbevoie. Ce fut la mort.",rue Magenta; Courbevoie
"Mme Gillot, de Drancy, est morte dans sa citerne, à 70 ans : elle y puisait de l’eau et s’était trop penchée.",Drancy
"Des septuagénaires se sont suicidés : Ed. Lequet, à l’Ile-Saint-Denis (corde); le crainquebille Bouillon, au bois de Meudon (revolver).",Lequet; Ile-Saint-Denis; crainquebille Bouillon; Meudon
"Le sans-travail Périer voulut s’asphyxier à Garches, avec son fils, 9 ans, affamé. On le poursuit pour tentative d’homicide.",Garches
"« Laissez-moi mourir tranquille ; je ne dirai rien », répondit à la police Devinder, 19 ans, poignardé à 5 heures du matin, place Carnot, Saint-Denis.",Saint-Denis
"Elles partent, les danseuses laotiennes qui ornaient l’exposition de Marseille, elles partent aujourd’hui par le Polynésien.",Marseille; Polynésien
"Une plainte émanant de la Guerre est arrivée hier au parquet marseillais ; elle vise M. Vignaud, gérant de la Voix du Peuple.",
"Sous le tunnel de Baume-les-Dames (Doubs), un train de marchandises a déraillé. Le mécanicien s’est cassé deux dents.",tunnel de Baume-les-Dames; Doubs
Le maire de Chaux (Territoire de Belfort) est suspendu ; il voulait à toute force l’effigie de Dieu sous les yeux des écoliers.,Chaux; Territoire de Belfort
"Derechef, le Christ est sur les murs des écoles de Ruaux (Vosges), de par le maire Paul Zeller qui est de ses zélateurs.",Ruaux; Vosges
Le comte Gurowsky de Wezele donne à la Société de l’arbitrage son château du mont Boron : ce sera un « musée de la paix ».,
"De nuit, à Bezons, Charrault réveilla du sommeil conjugal ses trois beaux-frères en tirant des coups de feu dans leurs fenêtres.",Bezons
"On a encore volé du fil téléphonique : à Paray, Athis-Mons et Morangis, 12.200 mètres ; à Longjumeau, 17 kilomètres.",Paray; Athis-Mons; Morangis; Longjumeau
"Sur la zone militaire, à 2 heures, la nuit, l’interprète Michel Trubert a été attaqué au casse-tête et privé de ses vêtements.",
"Leur sécularisation étant illusoire, procès-verbal a été dressé à trois Ursulines, qui enseignent dans une école d’Auxerre.",Ursulines; Auxerre
"La tige du piston de la République s’est échauffée aux essais à Brest. Vitesse 16 nœuds ; puissance, 10.650 ; nombre de tours : 100.",Brest
"Une auto lui ayant écrasé son chien, un paysan de Dardilly (Rhône) avait tiré sur une autre auto. Un an de prison, sursis.",Dardilly; Rhône
"Le sportsman toulousain Pierre de Carayon-Talpayrac, 43 ans, est arrêté comme cambrioleur et incendiaire.",
"Le matin, Kerligant sortit de la prison de Versailles ; le soir, il y rentra, ayant froissé la susceptibilité d’un gendarme.",prison de Versailles
"Étourdi d’un coup de poing américain et bâillonné, le maraîcher Lody, de Vaucresson, a été dévalisé sur la route, à la brune.",Lody; Vaucresson; brune
Les préfets de M.-et-L. et de la Marne infligent le martyre de la suspension à quatre maires qui voulaient Dieu dans les écoles.,
"Donatien Renaud, d’Esnandes (Ch.-Inf.), est mort carbonisé au violon municipal où, ivre, il avait mis le feu.",Esnandes; Ch.-Inf
"À Genon (banlieue bordelaise), Buile a été tué, et Gazare blessé par des Espagnols, qui aussitôt disparurent du pays.",Genon; Buile; Espagnols
"Le tisseur F. Pérout, de Golbey (Vosges), a reçu dans l’aine un coup de fusil de son contremaître Gaspard, qu’il menaçait.",Golbey; Vosges
"La Bartani, de Béziers, veuve, car elle tua son mari, a déchiré d’une balle le nez de Roffini. « Un homme ? Un chien ! » dit-elle.",Bartani; Béziers
"Cinq arrestations à Montbrison (trois à la caserne, deux en ville) pour huit souliers volés dans un magasin régimentaire.",Montbrison
"Trois ivrognes lyonnais frappaient Mlle Anselmet, gérante d’un café. Son amant intervint, tira, en tua un et l’a blessée.",
"« Tenez, je ne vous gênerai plus ! » a dit M. Sormet, de Vincennes, à sa femme et à l’amant de celle-ci, et il se brûla la cervelle.",Tenez; Vincennes
"Le jeune Jault s’est brisé le vomer, arraché les lèvres, coupé la langue en tombant de bécane, à Saint-Jean-les-Deux-Jumeaux.",Saint-Jean-les-Deux-Jumeaux
La Société des auteurs réclame au curé de Vaux-sur-Seine des droits sur un concert spirituel. Refus. Le conseil de préfecture statuera.,Vaux-sur-Seine
"Dans la ballastière de Rueil, Paul Roblin, 10 ans, de Nanterre, s’est fendu le front sur un rail en ramassant du coke.",Rueil; Nanterre
"Le courtier en bijoux Brucknoff, de Prague, se laissa voler sa précieuse sacoche, le soir, chemin des Tybilles, près Suresnes.",Prague; Tybilles; Suresnes
"Causeur irascible, Convest, de Thiais, asséna un coup de barre de fer sur la tête de son interlocuteur, Milot, de Choisy-le-Roi.",Thiais; Choisy-le-Roi
"Depuis onze jours trois naufragés du Georges-René allaient à la dérive en doris. Un trois-mâts les prit, et les voilà à La Rochelle.",La Rochelle
"Se solidarisant avec Dieu, dans l’affaire des écoles, l’usinier Henry, de Brévilly (Ardennes), a donné sa démission de maire.",Brévilly; Ardennes
Gens et gendarmes de Tonnay-Charente traquaient au marais le vieux rôdeur Raud. Il en blessa un et fut criblé de plombs.,Tonnay-Charente
"Près Gonesse, Louise Ringeval, 4 ans, tomba d’un direct, fut recueillie par un rapide et rentra, 16, rue Daval, Paris, à peine écorchée.",Gonesse; rue Daval; Paris
"Mal en prit à Renaud de se hasarder à portée de fusil du professeur Thalamas, qui chassait à Gambais. À cette heure, il agonise.",Gambais
104 (c’est un nom du lutteur Nasse) fleuretait à Versailles avec une frêle actrice. La légitime Mme 104 le châtia : coup de couteau.,Versailles
Rien que du doublé ! Du moins le doigt de saint Louis devait être authentique : et les voleurs de l’église de Poissy l’emportèrent.,église de Poissy
"Le dérapage de leur auto envoya dans un étang, à Sartoire, quatre négociants. Une autre auto écrasa, à Boissy-le-Sec, M. Chanteloup.",Sartoire; Boissy-le-Sec
"Le train navette 110 a déraillé sur l’aiguillage de Chars. Personne de blessé, mais six heures d’obstruction.",
"Sa fille morte, son fils loin, Mme Boulet, du Buchet (commune de Buhy), s’est pendue de désespoir.",
"À la faveur de la nuit, des brigands ont tenté l’abordage de l’auto du lieutenant de vaisseau Goybet, entre Toulon et Tamaris.",Toulon; Tamaris
"À Yzeure (Allier) où le croup sévit et tue, on a licencié les écoles et on va les désinfecter.",Yzeure; Allier
"On soigne, à Mantes, le motocycliste Pierre Devinne, 26 ans, qui, en dérapant à Flins, s’est cassé le bras droit.",Mantes; Flins
"Une jeune femme, Mlle Pradat, s’est suicidée en se jetant par la fenêtre de l’appartement qu’elle occupait, avec sa mère, à Neuilly.",Neuilly
"Dans un four à chaux de l’avenue Pierrefitte, à Villetaneuse, le vieux trimardeur Méry a été trouvé asphyxié.",Pierrefitte; Villetaneuse
"Mme Bardin et M. Biais sont à l’hospice de Saint-Maurice. Ils n’avaient pas entendu un Est-Parisien venir, et furent tamponnés.",Saint-Maurice; Est-Parisien
"Au poteau, où ils le ligotèrent, quatre policiers amateurs ont bâtonné le jeune voleur Dutoit, de Malakoff, capturé par eux.",Malakoff
"Sur l’auto (chauffeur, Touldoire) qui venait de le tamponner à la Patte-d’Oie-d’Herblay, Lenugue a été ramené à son logis.",Patte-d’Oie-d’Herblay; Lenugue
"Pourchassé par un gendarme maritime, un matelot s’est jeté dans des rognures de tôle dont l’une lui trancha la carotide.",
"Un des leurs ayant été renvoyé et le directeur ayant éconduit une délégation, cent employés de tramways nancéiens font grève.",
"Après trois jours et deux nuits de débats, le jury de Poix acquitte les cousin et berger de Rouzaud, assassiné à Montaillon.",Poix; Montaillon
"Le parquet de Nancy arrête deux jeunes filles, en menace d’autres, guette la matrone complaisante : il veut de vraies couches.",parquet de; Nancy
"Me Noury, notaire à Fougères, qu’on inculpe de détournements et de faux, fuit, poursuivi par un mandat d’arrêt.",Fougères
Une ligne de plus au martyrologe des maires qui estiment N.-S. indispensable à l’école : celui de Bourg-Blanc est suspendu.,Bourg-Blanc
"Un incendie, dont les dégâts s’évaluent à 40.000 francs, a détruit l’entrepôt d’un brasseur de Saint-Dié, Hanus.",Saint-Dié
"À 5 km. en amont de Nice, le Paillon débordé (il pleut) a emporté la ligne du tramway en construction.",Nice; le Paillon
"Le métayer Nicol, de Montréal (Aude), déménagea, laissant dans la porcherie sa mère, 77 ans. Le régisseur l’y découvrit, mourante.",Montréal; Aude
"Suicide : une sexagénaire, aveugle depuis cinq ans, Mme Navette, de Cluny, s’est enduite d’essence minérale et a allumé.",Cluny
Le feu a pris au centre même de Lannemezan (Hte-G.) et a ravagé ou détruit la mairie et huit maisons.,Lannemezan; Hte-G.
Huit jeunes Espagnols ont été trouvés morts à 1 kil. de l’hospice pyrénéen de Rioumajou : la neige les avait surpris le 31 octobre.,Espagnols; hospice pyrénéen de Rioumajou
"M. Thalamas a bien une chasse à Gambais, mais il n’a blessé personne : le gibier seul est en danger, à portée de cet excellent fusil.",Gambais
"Une innocente, B. Nourry, chiffonnière à Arcueil, proie des petits chenapans du voisinage, est morte de peur ou de ses blessures.",Arcueil
"En vain, le juge d’instruction de Meaux l’interrogea deux heures. Maitrugue, qu’il croit espion, reste impénétrable.",Meaux
"Dans les fourgons des trois victimes du Lutin arrivés à Brest, les familles ont pleuré et prié toute la nuit sur des chaises.",Brest
"Avenue de la Motte-Picquet, il a fallu les pompiers pour dégager des roues du tramway qui l’écrasaient une femme inconnue.",Avenue de la Motte-Picquet
"À discuter avec le jardinier Jeannot, d’Ivry, le jardinier Buisson, de Paris, a reçu un coup de bêche sur le crâne.",Ivry; Paris
"Désarçonné près de Versailles, M. Blanchon, commandant du 22e régiment d’artillerie, est resté sur place évanoui.",Désarçonné; Versailles
Toujours rien sur le clerc Voiry disparu le 16 octobre avec 1.000 francs recouvrés. On le recherche dans les fourrés de Saint-Germain.,
"Chez un cabaretier de Versailles, l’ex-ecclésiastique Rouslot trouva dans sa onzième absinthe la crise de delirium qui l’emporta.",
"Sur le pont de Saint-Cyr, le peintre Maurice attendait son amie. Elle tardait. D’une balle, il se tua : ivresse et neurasthénie.",pont de Saint-Cyr
"Curtet agonise dans un hôpital de Versailles, assommé d’un coup de poêle par le marchand de marrons Vaissette.",
"Émilienne Moreau, de la Plaine-Saint-Denis, s’était jetée à l’eau. Hier elle sauta du quatrième étage, elle vit encore, mais elle avisera.",Plaine-Saint-Denis
"Déjà, le serveur Vastaud, de Sèvres, était par terre et bâillonné, quand de deux coups de revolver il fit fuir ses agresseurs.",Vastaud; Sèvres
"Dans le feu de la fièvre, Jules Robin, de Ville-juif, a sauté par la fenêtre. Il habitait au quatrième étage.",
"Loin de lui solder les alcools dont ils étaient pleins, troix buveurs tapaient sur Drich. Les Villetaneusiens les lynchèrent presque.",
"À Rueil, le train-tram tamponna Doby. Gendarmes et ambulanciers, mandés, arrivèrent. Plus rien : il avait emmené sa victime.",Rueil
"Le ferry-boat La Seyne-Toulon a été touché dur par la Cigogne ou par l’ Alose, submersible et sous-marin en plongée.",Cigogne; Alose
"Pour s’assurer le ciel, Desjeunes, de Plainfang (Vosges), avait couvert d’images pieuses le lit où il se suicida à force de rhum.",Desjeunes; Plainfang; Vosges
"Ramenée à Toulon par le mauvais temps, l’escadre a de nouveau appareillé hier soir : elle continue sa tournée littorale.",Toulon
"Après une absence de huit jours, le margis-chef Retz rentrait hier au 18e d’artillerie (Toulouse) et se tirait une balle au cœur.",Toulouse
"Moliterni tenta de tuer la Marseillaise Abril, chez qui il avait casé sa maîtresse Bisio. Lui, la mort ; elle, 20 ans de bagne.",
"Quelqu’un (Bouteiller) molestait, la nuit, les vaches de Davranches, de Haucourt (S.-Inf.). Davranches, au guet, le tua.",Davranches; Haucourt; S.-Inf
"Ce n’est pas sans peine que les gendarmes de Puget-Théniers purent s’évader de leur caserne, que cernait le Var débordé.",Puget-Théniers; Var
"V. Kaiser, 14 ans, allait à Mt-St-Martin (M.-et-M.) voir son père. Le satyre du bois qu’elle traversait se dressa devant elle…",Mt-St-Martin
"Près de Couhé (Vienne), l’auto de M. Blanc culbuta une bicyclette ; on releva en lamentable état M. Leblanc, le pédaleur.",Couhé; Vienne
La tendresse de Delalande pour sa servante était telle qu’il tua sa femme à coups de fourche. Aux assises de Rennes : la mort.,Rennes
"MM. Usuelle et Crespi ont eu très froid (-22°) à 6.000 m., à bord du Milano, qui, parti de Milan, atterrit à Aix-en-Savoie.",Milano; Milan; Aix-en-Savoie
Les coliques travaillent dix-huit habitants de Matha (Charente-Inférieure) : ils ont mangé de trop beaux champignons.,Matha; Charente-Inférieure
"Pharmacien et républicain, M. Estéve est élu conseiller général de Sournia (P.-O.), battant M. Rives, médecin et socialiste.",
"Un suicide et un accident : des trains ont écrasé le berger Pichon, de Simandre (Ain), et un cantonnier à Famechon (Somme).",Simandre; Ain; Famechon; Somme
Mme Dumont a déjà un siècle. 50 de ses descendants et tout Saint-Etienne-aux-Clos (Corrèze) l’ont fêtée à ce propos.,Saint-Etienne-aux-Clos; Corrèze
"Dans un fossé, à Vis-à-Marles (Pas-de-Calais), gisait le journalier Jean-Baptiste Despret, 59 ans, assomé.",Vis-à-Marles; Pas-de-Calais; assomé
Alb. Cauvin a été arrêté à la gare Saint-Lazare. On lui impute faux et escroqueries. La fouille de ses six malles fut fructueuse.,Alb; gare Saint-Lazare
"Le revolver rouillé avec quoi tirait Démons (15, rue de l’Ouest) éclata, lui déchirant la main et lui criblant d’acier le torse.",rue de l’Ouest
"En traversant la voie, gare d’Orléans, Germain Delbas se prit le pied à la bifurcation de deux rails. Une rame lui broya le bras.",gare d’Orléans
La corde du treuil qui chargeait de sacs d’avoine le vapeur russe Rockeliv a étranglé le docker rochefortais Honoré Geoffroy.,
"On soupçonne le trimardeur Vernier d’être l’assassin d’Étienne Roblot, manouvrier à Montmaçon (Côte-d’Or). (Par téléphone.)",Vernier; Montmaçon; Côte-d’Or
"Le 515 a écrasé, au passage à niveau de Monthéard (Sarthe), Mme Dutertre. Accident, croit-on, bien qu’elle fût très misérable.",Monthéard; Sarthe
Il a été coupé deux kilomètres de fils téléphoniques entre Arcueil et Bourg-la-Reine et quatre à Pavillons-Sous-Bois.,Arcueil; Bourg-la-Reine; Pavillons-Sous-Bois
"Foringer dit Rothschild, chiffonnier pantinois, rentra ivre, vida un litre de vin malgré son fils et le lui brisa sur la tête.",
"Des voitures de cambriolage ont emporté les meubles, bronzes, vins des villas qu’ont à Clamart MM. Pigelet, Baguet, Verdier.",Clamart; Baguet; Verdier
"Feignant de chercher dans son magot des pièces rares, deux escroqueuses en ont pris pour 1.800 fr. de vulgaires à une dame de Malakoff.",Malakoff
"On était en gare de Vélizy, mais le train roulait encore. L’impatiente Mme Gieger s’est cassé les jambes.",Vélizy
Des inconnus ont fait la levée des troncs dans les églises de Saint-Germain-lès-Arpajon et de Bruyères-le-Châtel.,Saint-Germain-lès-Arpajon; Bruyères-le-Châtel
"Un pauvre d’une quinzaine d’années se jette dans le canal, plaine Saint-Denis ; on lui tend une gaule, il la repousse et coule à pic.",plaine Saint-Denis; gaule
"Sur l’épaule gauche du nouveau-né dont on trouva le cadavre devant la caserne du 22e d’artillerie, Versailles, ce tatouage : un canon.",Versailles
"Trop de gens annoncent : « Je vous couperai les oreilles ! » Vasson, d’Issy, ne dit mot à Biluet, mais il l’essorilla bel et bien.",Vasson; Issy; Biluet
Quatre maires encore de suspendus en M.-et-L. Ils voulaient maintenir sous les yeux des écoliers le spectacle de la mort de Dieu.,
"L’amour. À Mirecourt, Colas, tisseur, logea une balle dans la tête de Mlle Fleckenger et se traita avec une rigueur pareille.",Mirecourt
"Derrière un cercueil, Mangin, de Verdun, cheminait. Il n’atteignit pas, ce jour-là, le cimetière. La mort le surprit en route.",
Cantrelle et Grenet péchaient au large de Fécamp. Leur doris chavira. La mer n’a encore rejeté qu’un cadavre.,Cantrelle; Grenet; Fécamp
"Lunarès, sa femme et le barbier Roca, qui faisaient chanter les clientes des sages-femmes, ont été pincés à Rouen. (Téléphone.)",Rouen
"Rue de Flandre, Marcel Baurot, et cette quintuple amputation lui fut mortelle, a eu les doigts coupés par une scie circulaire.",Rue de Flandre
"Thibault et Banicot forçaient une caisse, rue Cugnot. Dérangés, ils se replièrent, tirant des balles, bruit qui a causé leur arrestation.",Banicot
"Vu l’invalidité du tramway de minuit 16, qui devait les emmener à Pierrefitte, 30 voyageurs ont campé, des heures, à Saint-Cloud.",Pierrefitte; Saint-Cloud
"Ayant bu, le plombier Laplant, de Meudon, fut liant. Ses compagnons l’étourdirent d’un coup de poing américain et le volèrent.",Meudon
"Rue Poliveau et rue Lacépède, Louis Bériard et Edouard Dessain ont tenté de se suicider, lui pour la troisième fois.",Rue Poliveau; rue Lacépède
"M. Cauvin, arrêté avant-hier, a été relaxé. Les plaignants exagéraient. Simplement il fut ingénieux à se procurer de l’argent.",
"Deux maires, dans la Somme, s’entêtaient à remettre au mur des classes l’image du divin supplice. Le préfet suspend ces maires.",Somme
"Il fallut une bonne demi-heure pour dégager Inghels des bûches dont la pile lui avait dégringolé dessus, quai d’Austerlitz.",Austerlitz
"Bellanger, de Prunay-sous-Ablis, ayant été étranglé et pendu, son gendre, Faudoire, fut arrêté. Il fournit un alibi.",Bellanger; Prunay-sous-Ablis
Les gendarmes de Morlaix sont allés à Plougar substituer des laïques aux sœurs barricadées dans l’école.,Morlaix; Plougar
"Mlle Jeanne Guillaume, de la rue de Buci, s’est ouvert les veines du bras dans son bain.",rue de Buci
Le tailleur Marck avait 60 ans. Il n’y a plus de travail pour un si vieil ouvrier. Lui et Héloïse Roncier s’asphyxièrent.,
"Alfred Leroux, de Lens, 22 ans, convoitait Mlle Mathilde Huleux, 23 ans, de Pont-à-Vendin. Elle lui résistait : il l’a assassinée.",Lens; Pont-à-Vendin
"Lutte à Remiremont, entre le gardien de nuit Duchiez et trois hommes qui pillaient un wagon de tissus et qu’il ne captura pas.",Remiremont
"Le soir, Blandine Guérin, de Vaucé (Sarthe), se dévêtit dans l’escalier et, nue comme un mur d’école, alla se noyer au puits.",Vaucé; Sarthe
"Impossible de retrouver, à bord de l’Amiral-Aube, certaines pièces de l’appareil téléphonique haut-parleur du blockhaus.",
"Le matelot chauffeur Jules Pietri, de l’Algésiras (Toulon) s’est laissé prendre par une machine ; elle le mutila.",Algésiras; Toulon
"Le cabaretier versaillais Maurice Berger a été arrêté : depuis deux ans, il séquestrait Victorine Brazier, personne de 65 ans.",
"Xavier Dubreuil, ouvrier de filature, descendait d’un train, à Charmes, patrie de M. Barrés. Un train inverse le broya.",Charmes
"À l’aube, Mlle Eugénie Gilbert, de Redon, à qui l’amour avait été cruel, est allée se jeter dans le canal de Nantes à Brest.",Redon; canal de Nantes; Brest
"Nuit noire, pluie. Le tombereau de Borner, de Changé (Sarthe), fut tamponné sur la route par un tram. Borner au plus mal.",Changé; Sarthe
"Pour s’évader d’un asile de fous, Madec blessa un gardien, tua un malade. Aux assises de Rouen : douze ans de bagne.",Rouen
"En voiture, la nuit, sur la route de Sedan à Remilly, le boucher Parpaite tua sa femme. Il parla d’abord d’un suicide.",Sedan; Remilly
Des oranges (260.000 kilos) attendent sur les quais de la gare de Cerbère que transitaires et débardeuses s’accordent.,gare de Cerbère
"Entôlé de 15.550 fr. par Louise Lepetit, le négociant turc Soleiman la fit arrêter ; mais remboursé par Gros Jules, il se désiste.",Entôlé
"Louis Tiratoïvsky a mortellement blessé, à Aubervilliers, madame Brécourt, et s’est suicidé. L’amour.",Aubervilliers
"Jules Marty, courtier en mercerie, 56 ans, et sa femme, 38 ans, se sont asphyxiés à Saint-Ouen. La misère.",
"D’un échafaudage une pile de tuiles a dégringolé sur la tête de Sosthène Lerizou, gantier au Perreux.",Perreux
"Les villas Pouvret et Vivier, à Bellevue et au Val-Fleury, ont été pillées et mêmes privées de leurs tuyaux de plomb.",Pouvret; Vivier; Bellevue; Val-Fleury
"Faire le tour du monde : sur ce programme, Louis Legrand, Bedroux et Lenoël, 36 ans à trois, se sont évadés de la colonie de Gaillon.",Bedroux; Lenoël; Gaillon
"Mystificateur des actionnaires de sa Bienfaisance (assurances, accidents, incendie), M. Gérodias s’est vu arrêté à Enghien.",Bienfaisance; Enghien
"Lasson, de Courcelles-sous-Jouarre, a été tamponné ; Escoffre, de Cabanial (H.-Gar.), assailli ; Bailly, de Remiremont, asphyxié.",Lasson; Courcelles-sous-Jouarre; Cabanial; Remiremont
"600 fr. d’amende à Albert : coupe des Pyrénées, il pilotait son auto avec une audace qui fut mortelle à M. Salvaire, de Limoux.",fr; Limoux
Le journalier manceau Jubert avoue avoir souvent substitué à sa femme sa fille Valentine qui a 14 ans et en avait au début 8.,
"Calen, détenu à la prison de Thouars, que venait de manquer la sentinelle, s’est tué en tombant sur des rochers. Il s’évadait.",Calen; Thouars
Arthur Arnould avait déjà cueilli à Saint-Cloud trois sonnettes d’église et les cloches de vingt-sept maisons de plaisance quand on l’a arrêté.,Saint-Cloud
"Au cimetière des Essarts-le-Roi, M. Gauthier avait enterré ses trois filles. Il les voulut faire exhumer. Manquait un cadavre.",cimetière des Essarts-le-Roi
"Rentrant au logis, le laboureur Vauthier, de la Chapelle-au-Bois (Vosges), y trouva sa femme Ivre et vertueusement l’étrangla.",Chapelle-au-Bois; Vosges
"Le séminariste Rivollier, de Saint-Bonnet-de-Joux (S.-et-L.), reçut une feuille de route. D’émotion, il tomba inanimé et mourut.",Saint-Bonnet-de-Joux; S.-et-L.
"A. Tharaud, qui tua, avec son auto, Geneviève Jourdain, 8 ans, est condamné (Le Havre) à 2 mois de prison et 6.600 fr. de dommages-intérêts. (",Le Havre
"Sous les yeux du droguiste son amant, une jeune Toulonnaise s’est tuée d’un coup de revolver au cœur.",Toulonnaise
"Suicide. À Toul, le soldat Henrion, du 26e d’infanterie, s’est percé le cœur d’une balle de tir réduit.",Toul
« Mais c’est pestilentiel ! » s’est écrié le sous-secrétaire à la Guerre en sortant de la caserne brestoise du 2e colonial.,
"Fontanières poignarda Casterès. Comblés, comme tant d’autres Toulousains, des faveurs de Mlle Lacombe, ils se jalousaient.",Comblés; Toulousains
"Inspirés par la vertu ou l’alcool, quelque cinquante jeunes gens ont saccagé, à Versailles, un asile puissamment numéroté.",Versailles
"Sur son siège, le déménageur parisien Jean Gervat somnolait. À Saint-Cyr, il se réveilla sous les roues.",
"Certain journalier de Montmartre, nommé Praire mais dit Tout-Moche, est mort, héritier ébahi, chez un notaire de Seine-et-Oise.",Montmartre; Praire; Seine-et-Oise
La sollicitude de la police versaillaise a sévi sur dix-sept hères qui dormiront moins mal en prison qu’à la gare où on les arrêta.,
"À main armée et même frappante, Thiercelin et Chapuis, maintenant dans les geôles de Pontoise, ont dévalisé J. Maceron et P. Jean.",Pontoise
